target_pref_name,canonical_smiles,molecule_chembl_id,standard_value,standard_type,target_organism,Kd_M,pKd
Serine/threonine-protein kinase Aurora-A,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CHEMBL3545110,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CHEMBL1789941,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,CHEMBL3545328,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,CHEMBL514201,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,CHEMBL575448,76.0,Kd,Homo sapiens,7.6e-08,7.119186407719209
Serine/threonine-protein kinase Aurora-A,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,CHEMBL3218576,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,CHEMBL3544964,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,CHEMBL2017974,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,CHEMBL1614725,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,CHEMBL1241855,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1,CHEMBL3991933,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,CHEMBL3137331,622.0,Kd,Homo sapiens,6.22e-07,6.206209615309182
Serine/threonine-protein kinase Aurora-A,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,CHEMBL3545083,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CHEMBL1908360,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,CHEMBL1944698,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,CHEMBL558752,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,CHEMBL1236107,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,CHEMBL400402,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,CHEMBL101253,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,CHEMBL3348923,30000.0,Kd,Homo sapiens,3e-05,4.522878745280337
Serine/threonine-protein kinase Aurora-A,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,CHEMBL572878,0.5012,Kd,Homo sapiens,5.012e-10,9.299988937677888
Serine/threonine-protein kinase Aurora-A,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccccc3)n2)n[nH]1,CHEMBL4216458,39.81,Kd,Homo sapiens,3.9810000000000004e-08,7.400007822415902
Serine/threonine-protein kinase Aurora-A,CN1CCN(c2cc(Nc3cc(-c4cccc(F)c4)[nH]n3)nc(Sc3ccccc3)n2)CC1,CHEMBL4216563,5011.87,Kd,Homo sapiens,5.01187e-06,5.300000202445418
Serine/threonine-protein kinase Aurora-A,CN1CCN(c2cc(Nc3cc(C4CCCC4)[nH]n3)nc(Sc3ccccc3)n2)CC1,CHEMBL4204878,100.0,Kd,Homo sapiens,1.0000000000000001e-07,7.0
Serine/threonine-protein kinase Aurora-A,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(SCc3ccc(F)cc3)n2)n[nH]1,CHEMBL4212119,25.12,Kd,Homo sapiens,2.5120000000000003e-08,7.599980364934842
Serine/threonine-protein kinase Aurora-A,Cc1ccc(CSc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,CHEMBL4217093,50.12,Kd,Homo sapiens,5.012e-08,7.299988937677887
Serine/threonine-protein kinase Aurora-A,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccccn3)ns2)n1,CHEMBL4227082,0.01,Kd,Homo sapiens,1.0000000000000001e-11,11.0
Serine/threonine-protein kinase Aurora-A,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,CHEMBL4225923,0.01,Kd,Homo sapiens,1.0000000000000001e-11,11.0
Serine/threonine-protein kinase Aurora-A,CC(C)CN(C(=O)c1cccnc1)c1c2ccccc2c(=O)n2c1[nH]c1ccccc12,CHEMBL4247704,5000.0,Kd,Homo sapiens,5e-06,5.301029995663981
Serine/threonine-protein kinase Aurora-A,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL4465866,45.0,Kd,Homo sapiens,4.5000000000000006e-08,7.346787486224656
Serine/threonine-protein kinase Aurora-A,CO[C@@H]1[C@H](N(C)CCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL4576489,51.0,Kd,Homo sapiens,5.1e-08,7.292429823902063
Serine/threonine-protein kinase Aurora-A,O=C(O)c1ccc(Nc2nccc(Nc3ccccc3F)n2)cc1,CHEMBL2170427,16.0,Kd,Homo sapiens,1.6e-08,7.795880017344075
Serine/threonine-protein kinase Aurora-A,O=C(O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,CHEMBL2170597,39.0,Kd,Homo sapiens,3.9000000000000005e-08,7.4089353929735005
Serine/threonine-protein kinase Aurora-A,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,CHEMBL4443828,847.0,Kd,Homo sapiens,8.47e-07,6.072116589669293
Serine/threonine-protein kinase Aurora-A,COc1cc2c(Oc3ccc(NS(=O)(=O)c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,CHEMBL4462318,146.0,Kd,Homo sapiens,1.46e-07,6.835647144215563
Serine/threonine-protein kinase Aurora-A,O=C(Nc1ccc2cc(C(=O)Nc3nccs3)ccc2c1)c1ccc(Cl)c(Cl)c1,CHEMBL4445812,23.0,Kd,Homo sapiens,2.3e-08,7.638272163982407
Serine/threonine-protein kinase Aurora-A,Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,CHEMBL5083772,660.0,Kd,Homo sapiens,6.6e-07,6.180456064458132
Serine/threonine-protein kinase Aurora-A,Brc1cccc(Nc2ncnc3[nH]ccc23)c1,CHEMBL5181237,3400.0,Kd,Homo sapiens,3.4e-06,5.468521082957745
Serine/threonine-protein kinase Aurora-A,Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,CHEMBL2207503,7.5,Kd,Homo sapiens,7.500000000000001e-09,8.1249387366083
Serine/threonine-protein kinase Aurora-A,Cn1cc(NC(=O)c2cc(C(=O)c3c(Cl)ccc(Cl)c3F)c[nH]2)cn1,CHEMBL5193786,290.0,Kd,Homo sapiens,2.9000000000000003e-07,6.5376020021010435
Serine/threonine-protein kinase Aurora-A,CN1C(=O)c2sccc2N(C)c2nc(Nc3ccc(S(N)(=O)=O)cc3)ncc21,CHEMBL4554938,13.0,Kd,Homo sapiens,1.3e-08,7.886056647693163
Serine/threonine-protein kinase Aurora-A,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,10000.0,Kd,Homo sapiens,1e-05,5.0
Serine/threonine-protein kinase Aurora-A,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,23000.0,Kd,Homo sapiens,2.3e-05,4.638272163982407
Mixed lineage kinase 7,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,CHEMBL223360,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CHEMBL572881,8.0,Kd,Homo sapiens,8e-09,8.096910013008056
Mixed lineage kinase 7,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CHEMBL574738,2.3,Kd,Homo sapiens,2.3e-09,8.638272163982407
Mixed lineage kinase 7,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,1700.0,Kd,Homo sapiens,1.7e-06,5.769551078621726
Mixed lineage kinase 7,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,860.0,Kd,Homo sapiens,8.6e-07,6.0655015487564325
Mixed lineage kinase 7,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CHEMBL296468,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CHEMBL522892,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,CHEMBL558752,63.0,Kd,Homo sapiens,6.300000000000001e-08,7.200659450546418
Mixed lineage kinase 7,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CHEMBL31965,1200.0,Kd,Homo sapiens,1.2000000000000002e-06,5.920818753952375
Mixed lineage kinase 7,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,CHEMBL483321,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,45.0,Kd,Homo sapiens,4.5000000000000006e-08,7.346787486224656
Mixed lineage kinase 7,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL607707,1200.0,Kd,Homo sapiens,1.2000000000000002e-06,5.920818753952375
Mixed lineage kinase 7,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,CHEMBL261849,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,2600.0,Kd,Homo sapiens,2.6e-06,5.585026652029182
Mixed lineage kinase 7,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,CHEMBL191003,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,CHEMBL91829,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,CHEMBL259084,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,CHEMBL573339,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,CHEMBL101253,4400.0,Kd,Homo sapiens,4.4e-06,5.356547323513812
Mixed lineage kinase 7,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL14762,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL278041,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CHEMBL10,4400.0,Kd,Homo sapiens,4.4e-06,5.356547323513812
Mixed lineage kinase 7,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,CHEMBL440084,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,6.3,Kd,Homo sapiens,6.3e-09,8.200659450546418
Mixed lineage kinase 7,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CHEMBL1721885,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,CHEMBL572878,2800.0,Kd,Homo sapiens,2.8000000000000003e-06,5.552841968657781
Mixed lineage kinase 7,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,CHEMBL119385,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,5100.0,Kd,Homo sapiens,5.1e-06,5.292429823902063
Mixed lineage kinase 7,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CHEMBL1336,6.3,Kd,Homo sapiens,6.3e-09,8.200659450546418
Mixed lineage kinase 7,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,CHEMBL603469,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CHEMBL1240703,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CHEMBL215152,1700.0,Kd,Homo sapiens,1.7e-06,5.769551078621726
Mixed lineage kinase 7,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,CHEMBL105442,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL180022,1500.0,Kd,Homo sapiens,1.5e-06,5.823908740944319
Mixed lineage kinase 7,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,CHEMBL386051,300.0,Kd,Homo sapiens,3.0000000000000004e-07,6.522878745280337
Mixed lineage kinase 7,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CHEMBL1721885,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CHEMBL491473,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,2600.0,Kd,Homo sapiens,2.6e-06,5.585026652029182
Mixed lineage kinase 7,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,CHEMBL450786,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,CHEMBL1614701,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL601719,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CHEMBL1789941,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CHEMBL513909,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,CHEMBL5416410,45.0,Kd,Homo sapiens,4.5000000000000006e-08,7.346787486224656
Mixed lineage kinase 7,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1.Cl,CHEMBL1908395,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,CHEMBL573339,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CHEMBL509032,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CHEMBL230011,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,CHEMBL1908396,3300.0,Kd,Homo sapiens,3.3e-06,5.481486060122113
Mixed lineage kinase 7,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,CHEMBL1230020,41.0,Kd,Homo sapiens,4.1e-08,7.3872161432802645
Mixed lineage kinase 7,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,CHEMBL1287853,650.0,Kd,Homo sapiens,6.5e-07,6.187086643357144
Mixed lineage kinase 7,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CHEMBL1230609,45.0,Kd,Homo sapiens,4.5000000000000006e-08,7.346787486224656
Mixed lineage kinase 7,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,CHEMBL1908397,580.0,Kd,Homo sapiens,5.800000000000001e-07,6.236572006437063
Mixed lineage kinase 7,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,CHEMBL1241674,1800.0,Kd,Homo sapiens,1.8000000000000001e-06,5.7447274948966935
Mixed lineage kinase 7,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,5100.0,Kd,Homo sapiens,5.1e-06,5.292429823902063
Mixed lineage kinase 7,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CHEMBL379218,10000.0,Kd,Homo sapiens,1e-05,5.0
Mixed lineage kinase 7,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,CHEMBL103667,860.0,Kd,Homo sapiens,8.6e-07,6.0655015487564325
